Gene stable ID,Transcript stable ID,Gene description,Gene name,Transcript name
ENSMUSG00000055560,ENSMUST00000224496,zinc finger protein 459 [Source:MGI Symbol;Acc:MGI:3040701],Zfp459,Zfp459-204
ENSMUSG00000002846,ENSMUST00000002925,translocase of inner mitochondrial membrane domain containing 1 [Source:MGI Symbol;Acc:MGI:1922139],Timmdc1,Timmdc1-201
ENSMUSG00000002846,ENSMUST00000147543,translocase of inner mitochondrial membrane domain containing 1 [Source:MGI Symbol;Acc:MGI:1922139],Timmdc1,Timmdc1-202
ENSMUSG00000121394,ENSMUST00000232598,predicted gene 4988 [Source:NCBI gene (formerly Entrezgene);Acc:245440],Gm4988,Gm4988-202
ENSMUSG00000085998,ENSMUST00000208904,expressed sequence AW822252 [Source:MGI Symbol;Acc:MGI:2148030],AW822252,AW822252-201
ENSMUSG00000020905,ENSMUST00000021288,ubiquitin specific peptidase 43 [Source:MGI Symbol;Acc:MGI:2444541],Usp43,Usp43-201
ENSMUSG00000020905,ENSMUST00000129961,ubiquitin specific peptidase 43 [Source:MGI Symbol;Acc:MGI:2444541],Usp43,Usp43-203
ENSMUSG00000020905,ENSMUST00000152120,ubiquitin specific peptidase 43 [Source:MGI Symbol;Acc:MGI:2444541],Usp43,Usp43-204
ENSMUSG00000020905,ENSMUST00000108677,ubiquitin specific peptidase 43 [Source:MGI Symbol;Acc:MGI:2444541],Usp43,Usp43-202
ENSMUSG00000119790,ENSMUST00000240160,"predicted gene, 25473 [Source:MGI Symbol;Acc:MGI:5455250]",Gm25473,Gm25473-201
ENSMUSG00000042498,ENSMUST00000046763,"RPA1 related single stranded DNA binding protein, X-linked [Source:MGI Symbol;Acc:MGI:2147848]",Radx,Radx-201
ENSMUSG00000042498,ENSMUST00000125750,"RPA1 related single stranded DNA binding protein, X-linked [Source:MGI Symbol;Acc:MGI:2147848]",Radx,Radx-203
ENSMUSG00000042498,ENSMUST00000113030,"RPA1 related single stranded DNA binding protein, X-linked [Source:MGI Symbol;Acc:MGI:2147848]",Radx,Radx-202
ENSMUSG00000061259,ENSMUST00000031175,"transmembrane protease, serine 11d [Source:MGI Symbol;Acc:MGI:2385221]",Tmprss11d,Tmprss11d-201
ENSMUSG00000061259,ENSMUST00000122377,"transmembrane protease, serine 11d [Source:MGI Symbol;Acc:MGI:2385221]",Tmprss11d,Tmprss11d-202
ENSMUSG00000113209,ENSMUST00000221447,RIKEN cDNA 1700081N11 gene [Source:MGI Symbol;Acc:MGI:1920778],1700081N11Rik,1700081N11Rik-202
ENSMUSG00000113209,ENSMUST00000246124,RIKEN cDNA 1700081N11 gene [Source:MGI Symbol;Acc:MGI:1920778],1700081N11Rik,1700081N11Rik-203
ENSMUSG00000113209,ENSMUST00000220682,RIKEN cDNA 1700081N11 gene [Source:MGI Symbol;Acc:MGI:1920778],1700081N11Rik,1700081N11Rik-201
ENSMUSG00000031585,ENSMUST00000170705,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]",Gtf2e2,Gtf2e2-202
ENSMUSG00000031585,ENSMUST00000167264,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]",Gtf2e2,Gtf2e2-201
ENSMUSG00000031585,ENSMUST00000187392,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]",Gtf2e2,Gtf2e2-205
ENSMUSG00000031585,ENSMUST00000190675,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]",Gtf2e2,Gtf2e2-207
ENSMUSG00000031585,ENSMUST00000190639,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]",Gtf2e2,Gtf2e2-206
ENSMUSG00000031585,ENSMUST00000186200,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]",Gtf2e2,Gtf2e2-204
ENSMUSG00000031585,ENSMUST00000171010,"general transcription factor II E, polypeptide 2 (beta subunit) [Source:MGI Symbol;Acc:MGI:1915403]",Gtf2e2,Gtf2e2-203
ENSMUSG00000035021,ENSMUST00000038926,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],Baz1a,Baz1a-201
ENSMUSG00000035021,ENSMUST00000173433,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],Baz1a,Baz1a-205
ENSMUSG00000035021,ENSMUST00000173453,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],Baz1a,Baz1a-206
ENSMUSG00000035021,ENSMUST00000174225,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],Baz1a,Baz1a-208
ENSMUSG00000035021,ENSMUST00000173176,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],Baz1a,Baz1a-203
ENSMUSG00000035021,ENSMUST00000172875,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],Baz1a,Baz1a-202
ENSMUSG00000035021,ENSMUST00000173177,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],Baz1a,Baz1a-204
ENSMUSG00000035021,ENSMUST00000173529,bromodomain adjacent to zinc finger domain 1A [Source:MGI Symbol;Acc:MGI:1309478],Baz1a,Baz1a-207
ENSMUSG00000108405,ENSMUST00000206623,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta, pseudogene 1 [Source:MGI Symbol;Acc:MGI:5010024]",Ywhaq-ps1,Ywhaq-ps1-201
ENSMUSG00000108442,ENSMUST00000205636,"ribosomal protein L15, pseudogene 5 [Source:MGI Symbol;Acc:MGI:5010232]",Rpl15-ps5,Rpl15-ps5-201
ENSMUSG00000081605,ENSMUST00000117656,predicted gene 15953 [Source:MGI Symbol;Acc:MGI:3802150],Gm15953,Gm15953-201
ENSMUSG00000086433,ENSMUST00000126902,"remodeling and spacing factor 1, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1922698]",Rsf1os1,Rsf1os1-201
ENSMUSG00000120288,ENSMUST00000242312,novel transcript,,
ENSMUSG00000069206,ENSMUST00000057241,zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703],Zfp874a,Zfp874a-201
ENSMUSG00000069206,ENSMUST00000225778,zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703],Zfp874a,Zfp874a-209
ENSMUSG00000069206,ENSMUST00000225389,zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703],Zfp874a,Zfp874a-206
ENSMUSG00000069206,ENSMUST00000224239,zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703],Zfp874a,Zfp874a-205
ENSMUSG00000069206,ENSMUST00000180580,zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703],Zfp874a,Zfp874a-203
ENSMUSG00000069206,ENSMUST00000075255,zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703],Zfp874a,Zfp874a-202
ENSMUSG00000069206,ENSMUST00000225479,zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703],Zfp874a,Zfp874a-208
ENSMUSG00000069206,ENSMUST00000223682,zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703],Zfp874a,Zfp874a-204
ENSMUSG00000069206,ENSMUST00000225414,zinc finger protein 874a [Source:MGI Symbol;Acc:MGI:3040703],Zfp874a,Zfp874a-207
ENSMUSG00000034064,ENSMUST00000036210,protein O-glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2444232],Poglut1,Poglut1-201
ENSMUSG00000034064,ENSMUST00000153187,protein O-glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2444232],Poglut1,Poglut1-205
ENSMUSG00000034064,ENSMUST00000149704,protein O-glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2444232],Poglut1,Poglut1-204
ENSMUSG00000034064,ENSMUST00000148093,protein O-glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2444232],Poglut1,Poglut1-203
ENSMUSG00000034064,ENSMUST00000137762,protein O-glucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2444232],Poglut1,Poglut1-202
ENSMUSG00000045693,ENSMUST00000076470,"NLR family, pyrin domain containing 4E [Source:MGI Symbol;Acc:MGI:3056600]",Nlrp4e,Nlrp4e-201
ENSMUSG00000045693,ENSMUST00000133392,"NLR family, pyrin domain containing 4E [Source:MGI Symbol;Acc:MGI:3056600]",Nlrp4e,Nlrp4e-202
ENSMUSG00000027699,ENSMUST00000108300,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-203
ENSMUSG00000027699,ENSMUST00000108298,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-202
ENSMUSG00000027699,ENSMUST00000184113,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-212
ENSMUSG00000027699,ENSMUST00000150061,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-205
ENSMUSG00000027699,ENSMUST00000176908,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-210
ENSMUSG00000027699,ENSMUST00000108296,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-201
ENSMUSG00000027699,ENSMUST00000124727,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-204
ENSMUSG00000027699,ENSMUST00000196926,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-213
ENSMUSG00000027699,ENSMUST00000176780,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-209
ENSMUSG00000027699,ENSMUST00000176535,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-208
ENSMUSG00000027699,ENSMUST00000177055,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-211
ENSMUSG00000027699,ENSMUST00000175857,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-206
ENSMUSG00000027699,ENSMUST00000176242,ect2 oncogene [Source:MGI Symbol;Acc:MGI:95281],Ect2,Ect2-207
ENSMUSG00000121574,ENSMUST00000249246,novel protein,,
ENSMUSG00000121573,ENSMUST00000249245,novel protein,,
ENSMUSG00000071653,ENSMUST00000096251,RIKEN cDNA 1810009A15 gene [Source:MGI Symbol;Acc:MGI:1913526],1810009A15Rik,1810009A15Rik-201
ENSMUSG00000071653,ENSMUST00000186647,RIKEN cDNA 1810009A15 gene [Source:MGI Symbol;Acc:MGI:1913526],1810009A15Rik,1810009A15Rik-203
ENSMUSG00000071653,ENSMUST00000185488,RIKEN cDNA 1810009A15 gene [Source:MGI Symbol;Acc:MGI:1913526],1810009A15Rik,1810009A15Rik-202
ENSMUSG00000071653,ENSMUST00000187037,RIKEN cDNA 1810009A15 gene [Source:MGI Symbol;Acc:MGI:1913526],1810009A15Rik,1810009A15Rik-204
ENSMUSG00000071653,ENSMUST00000190843,RIKEN cDNA 1810009A15 gene [Source:MGI Symbol;Acc:MGI:1913526],1810009A15Rik,1810009A15Rik-205
ENSMUSG00000036430,ENSMUST00000040434,tubulin-specific chaperone C [Source:MGI Symbol;Acc:MGI:1919976],Tbcc,Tbcc-201
ENSMUSG00000023978,ENSMUST00000024773,peripherin 2 [Source:MGI Symbol;Acc:MGI:102791],Prph2,Prph2-201
ENSMUSG00000023978,ENSMUST00000162469,peripherin 2 [Source:MGI Symbol;Acc:MGI:102791],Prph2,Prph2-202
ENSMUSG00000109325,ENSMUST00000208495,"keratin 8, pseudogene [Source:MGI Symbol;Acc:MGI:3779503]",Krt8-ps,Krt8-ps-201
ENSMUSG00000030589,ENSMUST00000161522,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-208
ENSMUSG00000030589,ENSMUST00000204845,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-213
ENSMUSG00000030589,ENSMUST00000205027,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-214
ENSMUSG00000030589,ENSMUST00000204194,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-212
ENSMUSG00000030589,ENSMUST00000203070,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-210
ENSMUSG00000030589,ENSMUST00000203380,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-211
ENSMUSG00000030589,ENSMUST00000162946,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-209
ENSMUSG00000030589,ENSMUST00000159975,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-205
ENSMUSG00000030589,ENSMUST00000032811,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-201
ENSMUSG00000030589,ENSMUST00000159898,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-204
ENSMUSG00000030589,ENSMUST00000160194,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-206
ENSMUSG00000030589,ENSMUST00000159351,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-203
ENSMUSG00000030589,ENSMUST00000160396,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-207
ENSMUSG00000030589,ENSMUST00000094617,RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851],Rasgrp4,Rasgrp4-202
ENSMUSG00000094500,ENSMUST00000179364,small integral membrane protein 18 [Source:MGI Symbol;Acc:MGI:1919882],Smim18,Smim18-201
ENSMUSG00000090074,ENSMUST00000161478,predicted pseudogene 6921 [Source:MGI Symbol;Acc:MGI:3644183],Gm6921,Gm6921-201
ENSMUSG00000005936,ENSMUST00000153462,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-206
ENSMUSG00000005936,ENSMUST00000233145,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-214
ENSMUSG00000005936,ENSMUST00000233197,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-215
ENSMUSG00000005936,ENSMUST00000118762,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-203
ENSMUSG00000005936,ENSMUST00000232729,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-209
ENSMUSG00000005936,ENSMUST00000233847,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-217
ENSMUSG00000005936,ENSMUST00000122163,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-204
ENSMUSG00000005936,ENSMUST00000057174,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-201
ENSMUSG00000005936,ENSMUST00000232874,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-211
ENSMUSG00000005936,ENSMUST00000232772,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-210
ENSMUSG00000005936,ENSMUST00000233334,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-216
ENSMUSG00000005936,ENSMUST00000150858,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-205
ENSMUSG00000005936,ENSMUST00000233064,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-213
ENSMUSG00000005936,ENSMUST00000117672,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-202
ENSMUSG00000005936,ENSMUST00000232980,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-212
ENSMUSG00000005936,ENSMUST00000153831,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-207
ENSMUSG00000005936,ENSMUST00000168507,potassium channel tetramerisation domain containing 20 [Source:MGI Symbol;Acc:MGI:1914239],Kctd20,Kctd20-208
ENSMUSG00002075056,ENSMUST00020182946,"predicted gene, 55867 [Source:MGI Symbol;Acc:MGI:6848199]",Gm55867,Gm55867-201
ENSMUSG00000099326,ENSMUST00000184910,microRNA 21c [Source:MGI Symbol;Acc:MGI:5531395],Mir21c,Mir21c-201
ENSMUSG00000035824,ENSMUST00000050211,"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]",Tk2,Tk2-201
ENSMUSG00000035824,ENSMUST00000212275,"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]",Tk2,Tk2-205
ENSMUSG00000035824,ENSMUST00000211995,"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]",Tk2,Tk2-202
ENSMUSG00000035824,ENSMUST00000212165,"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]",Tk2,Tk2-203
ENSMUSG00000035824,ENSMUST00000212209,"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]",Tk2,Tk2-204
ENSMUSG00000035824,ENSMUST00000212805,"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]",Tk2,Tk2-207
ENSMUSG00000035824,ENSMUST00000212854,"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]",Tk2,Tk2-208
ENSMUSG00000035824,ENSMUST00000212279,"thymidine kinase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:1913266]",Tk2,Tk2-206
ENSMUSG00000038525,ENSMUST00000148873,armadillo repeat containing 10 [Source:MGI Symbol;Acc:MGI:1914461],Armc10,Armc10-205
ENSMUSG00000038525,ENSMUST00000072896,armadillo repeat containing 10 [Source:MGI Symbol;Acc:MGI:1914461],Armc10,Armc10-201
ENSMUSG00000038525,ENSMUST00000146599,armadillo repeat containing 10 [Source:MGI Symbol;Acc:MGI:1914461],Armc10,Armc10-204
ENSMUSG00000038525,ENSMUST00000095495,armadillo repeat containing 10 [Source:MGI Symbol;Acc:MGI:1914461],Armc10,Armc10-202
ENSMUSG00000038525,ENSMUST00000139521,armadillo repeat containing 10 [Source:MGI Symbol;Acc:MGI:1914461],Armc10,Armc10-203
ENSMUSG00000110156,ENSMUST00000209642,"predicted gene, 42067 [Source:MGI Symbol;Acc:MGI:5624952]",Gm42067,Gm42067-201
ENSMUSG00000110156,ENSMUST00000210917,"predicted gene, 42067 [Source:MGI Symbol;Acc:MGI:5624952]",Gm42067,Gm42067-202
ENSMUSG00000110156,ENSMUST00000235359,"predicted gene, 42067 [Source:MGI Symbol;Acc:MGI:5624952]",Gm42067,Gm42067-203
ENSMUSG00000083681,ENSMUST00000120629,predicted gene 6640 [Source:MGI Symbol;Acc:MGI:3646353],Gm6640,Gm6640-201
ENSMUSG00000119968,ENSMUST00000240873,"novel transcript, antisense to Syvn1",,
ENSMUSG00000120982,ENSMUST00000246764,"novel transcript, antisense to Znhit2",,
ENSMUSG00000085420,ENSMUST00000147594,RIKEN cDNA 4930453O03 gene [Source:MGI Symbol;Acc:MGI:1922135],4930453O03Rik,4930453O03Rik-201
ENSMUSG00000117666,ENSMUST00000235513,predicted gene 550 [Source:MGI Symbol;Acc:MGI:2685396],Gm550,Gm550-201
ENSMUSG00000117666,ENSMUST00000237778,predicted gene 550 [Source:MGI Symbol;Acc:MGI:2685396],Gm550,Gm550-202
ENSMUSG00000116467,ENSMUST00000231073,"predicted gene, 49515 [Source:MGI Symbol;Acc:MGI:6155208]",Gm49515,Gm49515-201
ENSMUSG00000020904,ENSMUST00000021287,cilia and flagella associated protein 52 [Source:MGI Symbol;Acc:MGI:1919110],Cfap52,Cfap52-201
ENSMUSG00000020904,ENSMUST00000126766,cilia and flagella associated protein 52 [Source:MGI Symbol;Acc:MGI:1919110],Cfap52,Cfap52-203
ENSMUSG00000020904,ENSMUST00000123900,cilia and flagella associated protein 52 [Source:MGI Symbol;Acc:MGI:1919110],Cfap52,Cfap52-202
ENSMUSG00000020904,ENSMUST00000142929,cilia and flagella associated protein 52 [Source:MGI Symbol;Acc:MGI:1919110],Cfap52,Cfap52-204
ENSMUSG00000116335,ENSMUST00000229023,"predicted gene, 49516 [Source:MGI Symbol;Acc:MGI:6155209]",Gm49516,Gm49516-201
ENSMUSG00000103398,ENSMUST00000195630,"predicted gene, 38307 [Source:MGI Symbol;Acc:MGI:5611535]",Gm38307,Gm38307-201
ENSMUSG00000097244,ENSMUST00000181249,predicted gene 7928 [Source:MGI Symbol;Acc:MGI:3646067],Gm7928,Gm7928-201
ENSMUSG00000004366,ENSMUST00000004480,somatostatin [Source:MGI Symbol;Acc:MGI:98326],Sst,Sst-201
ENSMUSG00000026442,ENSMUST00000094569,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-202
ENSMUSG00000026442,ENSMUST00000043189,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-201
ENSMUSG00000026442,ENSMUST00000187861,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-207
ENSMUSG00000026442,ENSMUST00000163770,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-203
ENSMUSG00000026442,ENSMUST00000186389,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-205
ENSMUSG00000026442,ENSMUST00000186330,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-204
ENSMUSG00000026442,ENSMUST00000188307,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-208
ENSMUSG00000026442,ENSMUST00000186539,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-206
ENSMUSG00000026442,ENSMUST00000191294,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-210
ENSMUSG00000026442,ENSMUST00000189219,neurofascin [Source:MGI Symbol;Acc:MGI:104753],Nfasc,Nfasc-209
ENSMUSG00000059839,ENSMUST00000019572,zinc finger protein 874b [Source:MGI Symbol;Acc:MGI:3040702],Zfp874b,Zfp874b-201
ENSMUSG00000059839,ENSMUST00000223711,zinc finger protein 874b [Source:MGI Symbol;Acc:MGI:3040702],Zfp874b,Zfp874b-202
ENSMUSG00000059839,ENSMUST00000225027,zinc finger protein 874b [Source:MGI Symbol;Acc:MGI:3040702],Zfp874b,Zfp874b-205
ENSMUSG00000059839,ENSMUST00000224308,zinc finger protein 874b [Source:MGI Symbol;Acc:MGI:3040702],Zfp874b,Zfp874b-204
ENSMUSG00000059839,ENSMUST00000223868,zinc finger protein 874b [Source:MGI Symbol;Acc:MGI:3040702],Zfp874b,Zfp874b-203
ENSMUSG00000047531,ENSMUST00000061030,receptor transporter protein 2 [Source:MGI Symbol;Acc:MGI:2685451],Rtp2,Rtp2-201
ENSMUSG00000047531,ENSMUST00000231038,receptor transporter protein 2 [Source:MGI Symbol;Acc:MGI:2685451],Rtp2,Rtp2-202
ENSMUSG00000068173,ENSMUST00000089286,BTG anti-proliferation factor 1B [Source:MGI Symbol;Acc:MGI:3588262],Btg1b,Btg1b-201
ENSMUSG00000068173,ENSMUST00000248500,BTG anti-proliferation factor 1B [Source:MGI Symbol;Acc:MGI:3588262],Btg1b,Btg1b-202
ENSMUSG00000098348,ENSMUST00000248501,BTG anti-proliferation factor 1C [Source:MGI Symbol;Acc:MGI:3588265],Btg1c,Btg1c-202
ENSMUSG00000098348,ENSMUST00000184452,BTG anti-proliferation factor 1C [Source:MGI Symbol;Acc:MGI:3588265],Btg1c,Btg1c-201
ENSMUSG00000022508,ENSMUST00000023151,B cell leukemia/lymphoma 6 [Source:MGI Symbol;Acc:MGI:107187],Bcl6,Bcl6-201
ENSMUSG00000022508,ENSMUST00000135352,B cell leukemia/lymphoma 6 [Source:MGI Symbol;Acc:MGI:107187],Bcl6,Bcl6-202
ENSMUSG00000114788,ENSMUST00000223925,"predicted gene, 48899 [Source:MGI Symbol;Acc:MGI:6098665]",Gm48899,Gm48899-201
ENSMUSG00000098026,ENSMUST00000182658,"predicted gene, 27014 [Source:MGI Symbol;Acc:MGI:5504129]",Gm27014,Gm27014-201
ENSMUSG00000071291,ENSMUST00000171518,zinc finger protein 58 [Source:MGI Symbol;Acc:MGI:99205],Zfp58,Zfp58-204
ENSMUSG00000071291,ENSMUST00000076123,zinc finger protein 58 [Source:MGI Symbol;Acc:MGI:99205],Zfp58,Zfp58-201
ENSMUSG00000071291,ENSMUST00000091523,zinc finger protein 58 [Source:MGI Symbol;Acc:MGI:99205],Zfp58,Zfp58-202
ENSMUSG00000071291,ENSMUST00000163534,zinc finger protein 58 [Source:MGI Symbol;Acc:MGI:99205],Zfp58,Zfp58-203
ENSMUSG00000053909,ENSMUST00000115150,reproductive homeobox 10 [Source:MGI Symbol;Acc:MGI:3580249],Rhox10,Rhox10-201
ENSMUSG00000092233,ENSMUST00000173803,predicted gene 20403 [Source:MGI Symbol;Acc:MGI:5141868],Gm20403,Gm20403-201
ENSMUSG00000088922,ENSMUST00000158297,"predicted gene, 24296 [Source:MGI Symbol;Acc:MGI:5454073]",Gm24296,Gm24296-201
ENSMUSG00000062198,ENSMUST00000021406,RIKEN cDNA 2700097O09 gene [Source:MGI Symbol;Acc:MGI:1919908],2700097O09Rik,2700097O09Rik-201
ENSMUSG00000062198,ENSMUST00000136281,RIKEN cDNA 2700097O09 gene [Source:MGI Symbol;Acc:MGI:1919908],2700097O09Rik,2700097O09Rik-202
ENSMUSG00000062198,ENSMUST00000222572,RIKEN cDNA 2700097O09 gene [Source:MGI Symbol;Acc:MGI:1919908],2700097O09Rik,2700097O09Rik-204
